"HDR","FEC","8.5","FECfile","8.5.0.0(f33)","",""
"F24N","C00892471","48","","MAGA INC.","C/O BULLDOG COMPLIANCE","100 CUMMINGS CENTER STE 306-P","BEVERLY","MA","01915","GANTT","CHARLES","","","","20260311"
"SE","C00892471","SE.5216","","","ORG","ELECTORAL COMMUNICATIONS GROUP, LLC","","","","","","701 S HOWARD AVE","STE 106-848","TAMPA","FL","33606","S2026","Special-General","20260309","8950.44","20260309","8950.44","TEXT MESSAGES","","C00892471","S","H0GA14030","FULLER","CLAY","","","","H","14","GA","GANTT","CHARLES","","","","20260311","",""
"SE","C00892471","SE.5218","","","ORG","ELECTORAL COMMUNICATIONS GROUP, LLC","","","","","","701 S HOWARD AVE","STE 106-848","TAMPA","FL","33606","S2026","Special-General","20260310","8950.44","20260309","17900.88","TEXT MESSAGES","","C00892471","S","H0GA14030","FULLER","CLAY","","","","H","14","GA","GANTT","CHARLES","","","","20260311","",""
